FECHA,Tipo de Cambio,Superior,Regular,Diesel,Bunker,Glp Cilindro 25Lbs. GTQ/CIL 25 LB,Glp Cilindro 25Lbs. GTQ/LB
30-Jun-23,7.84576,34.16,32.66,27,18.82,135,5.4
1-Jul-23,7.84576,34.16,32.66,27,18.82,135,5.4
2-Jul-23,7.84576,34.16,32.66,27,18.82,135,5.4
3-Jul-23,7.84576,34.16,32.66,27,18.82,135,5.4
4-Jul-23,7.84107,33.52,32.01,26.97,19.7,135,5.4
5-Jul-23,7.84545,33.52,32.01,26.97,19.7,135,5.4
6-Jul-23,7.84564,33.52,32.01,26.97,19.7,135,5.4
7-Jul-23,7.84717,33.52,32.01,26.97,19.7,135,5.4
8-Jul-23,7.84717,33.52,32.01,26.97,19.7,135,5.4
9-Jul-23,7.84717,33.52,32.01,26.97,19.7,135,5.4
10-Jul-23,7.84097,33.51,32.01,26.96,19.45,135,5.4
11-Jul-23,7.84161,33.51,32.01,26.96,19.45,135,5.4
12-Jul-23,7.8457,33.51,32.01,26.96,19.45,135,5.4
13-Jul-23,7.84314,33.51,32.01,26.96,19.45,135,5.4
14-Jul-23,7.84812,33.51,32.01,26.96,19.45,135,5.4
15-Jul-23,7.84812,33.51,32.01,26.96,19.45,135,5.4
16-Jul-23,7.84812,33.51,32.01,26.96,19.45,135,5.4
17-Jul-23,7.84281,33.78,32.28,27.47,19.2,135,5.4
18-Jul-23,7.84349,33.78,32.28,27.47,19.2,135,5.4
19-Jul-23,7.84612,33.78,32.28,27.47,19.2,135,5.4
20-Jul-23,7.84814,33.78,32.28,27.47,19.2,135,5.4
21-Jul-23,7.84913,33.78,32.28,27.47,19.2,135,5.4
22-Jul-23,7.84913,33.78,32.28,27.47,19.2,135,5.4
23-Jul-23,7.84913,33.78,32.28,27.47,19.2,135,5.4
24-Jul-23,7.84918,34.78,33.28,28.47,19.44,135,5.4
25-Jul-23,7.84857,34.78,33.28,28.47,19.44,135,5.4
26-Jul-23,7.85244,34.78,33.28,28.47,19.44,135,5.4
27-Jul-23,7.86393,34.78,33.28,28.47,19.44,135,5.4
28-Jul-23,7.86955,34.78,33.28,28.47,19.44,135,5.4
29-Jul-23,7.86955,34.78,33.28,28.47,19.44,135,5.4
30-Jul-23,7.86955,34.78,33.28,28.47,19.44,135,5.4
31-Jul-23,7.86893,36.29,34.77,29.68,20.54,135,5.4
1-Aug-23,7.86466,36.29,34.77,29.68,20.54,135,5.4
2-Aug-23,7.86984,36.29,34.77,29.68,20.54,135,5.4
3-Aug-23,,36.29,34.77,29.68,20.54,135,5.4
4-Aug-23,,36.29,34.77,29.68,20.54,135,5.4
5-Aug-23,,36.29,34.77,29.68,20.54,135,5.4
6-Aug-23,,36.29,34.77,29.68,20.54,135,5.4
